"dates","MMM","ABT","ACE","ACT","ADBE","AMD","AES","AET","AFL","GAS","APD","ARG","AA","AGN","ALL","ALTR","MO","AEP","AXP","AIG","AMGN","APH","APC","ADI","AON","APA","AIV","APOL","AAPL","AMAT","ADM","T","ADSK","ADP","AN","AZO","AVY","AVP","BHI","BLL","BAC","BCR","BAX","BBT","BEAM","BDX","BBBY","BMS","BBY","BIIB","HRB","BMC","BA","BSX","BMY","BF.B","CA","CVC","COG","CPB","COF","CAH","CCL","CAT","CELG","CNP","CTL","CERN","CHK","CVX","CB","CI","CINF","CTAS","CSCO","C","CLF","CLX","CMS","KO","CCE","CL","CMCSA","CMA","CSC","CAG","COP","ED","STZ","GLW","COST","CVH","CSX","CMI","CVS","DHR","DE","DELL","XRAY","DVN","D","DOV","DOW","DTE","DUK","DNB","DD","EMN","ETN","ECL","EIX","EA","EMC","EMR","ESV","ETR","EOG","EQT","EFX","EQR","EXC","EXPD","ESRX","XOM","FDO","FAST","FDX","FITB","FHN","FISV","FLS","FMC","F","FRX","FOSL","BEN","GCI","GPS","GD","GE","GIS","GPC","GILD","GT","GWW","HAL","HOG","HAR","HRS","HAS","HCP","HCN","HNZ","HP","HSY","HES","HPQ","HD","HON","HRL","DHI","HST","HUM","HBAN","ITW","IR","TEG","INTC","IPG","IBM","IFF","IGT","IP","INTU","JBL","JEC","JDSU","JNJ","JCI","JPM","K","KEY","KMB","KLAC","KSS","KR","LTD","LH","LRCX","LM","LEG","LEN","LUK","LLY","LNC","LLTC","LMT","L","LOW","LSI","MTB","M","MRO","MAR","MMC","MAS","MAT","MKC","MCD","MCK","MWV","MDT","MRK","MCHP","MU","MSFT","MOLX","TAP","MS","MSI","MUR","MYL","NBR","NWL","NEM","NEE","NKE","NI","NE","NBL","JWN","NSC","NU","NTRS","NOC","NUE","ORLY","OXY","OMC","OKE","ORCL","OI","PCAR","PLL","PH","PDCO","PAYX","JCP","PNR","PBCT","POM","PEP","PRGO","PETM","PFE","PCG","PNW","PBI","PCL","PNC","PPG","PPL","PX","PCP","PG","PGR","PSA","PHM","PVH","QCOM","RRC","RTN","RF","RHI","ROK","ROP","ROST","RDC","R","SWY","SCG","SLB","SCHW","SEE","SHW","SIAL","SPG","SLM","SNA","SO","LUV","SWN","STJ","SWK","SPLS","SBUX","HOT","STT","SYK","STI","SYMC","SYY","TROW","TGT","TE","THC","TER","TSO","TXN","TXT","BK","WMB","TMO","TIF","TWX","TJX","TMK","TSS","TRV","TYC","TSN","UNP","X","UTX","UNH","USB","VLO","VAR","VZ","VFC","VNO","VMC","WMT","WAG","DIS","WPO","WM","WFC","WDC","WY","WHR","WFM","WEC","XEL","XRX","XLNX","XL","ZION"
"2012-01-03",2.12505,0.88718,0.29744,0.47946,1.0556,1.47061,2.28533,0.51039,3.69046,-0.38417,1.35187,1.19495,6.41686,0.76358,1.23992,1.339,-3.76409,-1.31615,2.5579,3.6892,-0.16113,1.2417,2.99502,0.70526,0.50049,5.73638,1.32695,-1.3832,1.52682,-0.09742,1.01561,0.46923,1.5702,0.83229,-3.22475,-1.60683,2.18747,1.37439,4.7858,1.69687,4.25596,1.01476,2.11815,2.68667,-0.48135,-0.36288,0.70477,0.73235,1.30544,3.0868,-0.59308,1.24301,1.18478,0.37383,-0.64368,0.13391,0.36969,3.84378,1.20895,-0.79834,3.39495,2.10962,0.9753,3.66631,1.55588,-1.01741,0.36298,2.10058,5.7107,3.66377,1.3113,2.89126,0.45654,1.21776,3.3127,7.4108,5.45257,1.42317,-1.21982,0.23988,0.36225,-1.40911,3.3029,3.4981,3.40477,-0.40258,1.77337,-2.25988,0.28986,0.48309,1.52218,1.75763,4.55726,3.38586,1.79646,2.94139,2.50013,2.37441,1.1199,6.41974,-1.09802,1.78718,3.53987,-1.06974,-1.75472,0.4547,1.58715,2.89271,4.40516,0.37021,-0.10168,3.3416,0.83877,2.39198,4.50874,-0.71889,2.94243,-0.48417,0.23832,-0.75486,-3.0574,0.87011,5.06106,1.45827,-0.42788,0.33215,1.97718,2.75768,2.88421,-0.30691,2.58334,1.72902,3.32572,1.2806,-0.11347,3.02912,3.27375,0.0,2.36707,2.51255,-0.28785,0.8239,2.22231,2.78376,-0.85904,-1.03966,1.17972,1.91393,1.7422,0.8,1.09149,1.03298,-1.01031,5.71197,-1.61034,2.78138,3.28029,0.24661,2.23918,-0.38931,2.86188,0.63092,0.81472,2.44144,2.79908,5.21686,-1.11236,1.17983,4.38942,1.30349,0.86598,1.4303,1.23961,-0.25221,2.27283,2.21771,3.75984,0.46816,3.02158,5.05926,-0.20916,1.07384,-0.44976,-1.6522,-2.69384,1.2317,-3.01638,0.49893,-0.73201,1.90482,0.46751,1.17378,5.45509,0.56774,4.03573,1.01205,1.383,2.15062,0.56888,3.64279,2.19669,1.53505,5.62702,2.80732,0.62738,4.63403,0.0,-0.1852,-1.49524,2.07575,1.54281,1.14474,1.57839,-2.40189,7.20618,3.07103,2.01673,0.21716,6.07435,0.71222,4.14796,3.16468,9.26126,0.51447,3.38192,-3.21777,0.44591,-1.94181,4.71848,3.51359,0.02085,1.2595,-1.03812,2.49558,0.30722,2.36054,-2.27714,3.07513,0.93284,0.84572,0.83284,4.34192,3.48731,1.23139,3.32008,1.59118,1.02638,-0.3748,2.45713,0.76239,-0.54407,0.0635,1.27325,-1.57924,1.51481,-0.99765,-0.73752,0.93897,0.81681,2.34589,1.93919,-2.06038,0.88864,2.43666,0.19008,-0.90402,0.54133,3.29442,1.03261,1.0442,-1.23962,0.32891,1.17235,0.68853,3.07287,1.53432,-0.51513,5.35986,2.31056,2.1957,-1.34747,2.569,3.93963,0.97088,1.92641,1.59848,0.3413,2.6399,1.21928,-2.76254,-1.78683,2.35159,1.83326,3.82386,2.33885,-1.57165,2.9853,3.67892,2.71584,4.54751,0.7732,0.4378,1.12381,-0.20338,-0.7435,-3.36999,0.87656,2.99296,2.24009,0.81235,2.98223,-0.35907,4.19858,0.32733,0.51769,-1.30305,0.79813,1.87701,-0.30134,2.42249,-1.59525,1.91885,6.28576,2.1327,1.58813,1.94849,-0.59702,3.18139,-0.97721,2.09056,0.87714,0.8364,0.95611,0.0,2.14313,0.86098,0.3928,3.11178,0.09945,2.27598,2.22592,0.08941,-1.18922,-1.09035,2.96988,1.19762,2.07047,2.98166
"2012-01-04",0.82264,-0.38476,-0.95495,-0.52919,-1.02024,-0.36563,-0.67171,1.87325,-0.70373,-1.00581,0.85086,1.27109,2.4124,-0.46657,-0.67441,-1.14661,-0.57704,0.31746,0.06365,-0.62644,-0.54981,-0.28688,1.41395,-0.14652,-1.70757,0.51702,-2.20597,1.82773,0.53614,0.58309,1.64642,0.14394,-1.96663,-0.11572,-7.07952,2.21733,0.3959,-1.73605,0.97795,-0.19649,0.17346,-0.32926,-1.75847,0.8528,-0.4029,-1.72053,1.81623,-0.06952,-1.89622,0.19364,-0.66313,-2.10085,0.14011,-0.93721,-0.95783,-1.65771,-0.68765,1.01011,6.91322,-0.74015,1.7008,-0.65607,0.77345,0.92614,-1.08362,-0.48557,-0.66647,-1.31983,1.08673,-0.17283,-1.77736,-0.04635,-0.49175,3.23249,1.8921,-0.56738,1.42963,-0.63002,-0.78857,-0.63092,0.68068,-0.52783,0.92399,0.30852,-0.1272,0.80354,-0.47879,-1.23007,-1.40882,0.95924,-0.63468,-0.36226,2.75783,1.36087,0.66544,-0.18651,1.44732,0.27567,-0.02856,-1.10705,-0.82119,-1.57317,0.53639,-0.49915,-0.45192,0.01375,1.08943,-0.28296,-0.02317,0.07036,-0.84281,-4.85789,0.50914,0.6605,-1.3641,-0.86045,0.1394,2.30659,-1.03683,-0.79785,-1.63076,0.17312,1.62468,0.02433,-0.46562,1.36441,-0.24948,0.07997,0.98402,-0.7198,2.60601,-0.2087,1.5763,-0.72037,-1.51258,-1.20688,-0.63042,1.75251,0.17027,1.0904,0.60092,0.03418,0.3815,1.09216,1.22573,2.79718,0.85637,-0.60742,-0.43271,1.31928,-3.71242,-2.44061,-0.45014,1.26056,0.2219,1.0191,-0.07874,1.39418,-0.09387,-0.35524,1.0912,-1.05375,1.79212,0.92337,0.52027,-0.77022,-0.18321,2.27624,0.1022,-0.40483,0.13708,-1.0708,0.4215,-0.2918,0.30597,0.07228,-1.48702,-0.6139,0.86971,0.63358,-0.10474,0.39973,-0.32042,-1.16176,-1.40785,-1.01825,1.29243,0.13879,-0.27248,-0.71534,0.83605,1.6105,-0.13063,-2.63345,-1.48151,-0.80182,-1.36961,-1.24225,3.65992,0.80972,-0.0135,-0.06349,0.20121,1.55988,-1.15876,2.60722,1.48376,0.0,0.5607,-0.58869,-0.87367,-0.35293,0.11179,0.17991,3.34577,2.3293,0.34662,-0.89578,-0.89116,-0.55599,-1.06465,-1.86836,-1.49416,0.19225,-0.30743,-0.25326,1.45128,-0.91618,-2.33141,0.82851,0.70628,1.70631,-1.77475,-0.12845,-0.05415,0.88727,1.51124,0.30346,-0.58201,-0.07221,0.5514,2.29558,-0.39931,-0.9624,-0.42056,-1.69584,-0.63582,-0.31824,1.35606,1.59066,0.54407,0.52236,-3.57292,1.93561,-0.92571,0.07912,-0.67522,0.4972,-0.61198,0.31808,0.20642,-0.30326,1.05224,0.04742,-0.04749,-0.37463,-2.87321,0.30817,3.63425,0.99669,0.01641,0.1094,-0.23337,-0.61583,0.89011,-0.05726,0.70763,-0.56409,-0.0576,-2.14526,-0.77821,-0.76527,0.17544,0.78196,1.01614,-1.03044,-1.74302,-2.24729,-0.22242,-0.07185,2.25797,2.11808,-1.19834,0.38633,1.62725,1.92745,0.02071,-1.26978,0.34188,0.76545,-0.19274,-0.62078,-0.19847,-2.20241,0.11474,-5.59732,3.07937,-0.25306,-0.67031,1.97603,0.30349,0.59773,-2.05517,0.46577,0.42937,1.11342,-0.3748,-1.40444,-0.40914,0.30415,0.30105,0.72686,0.93291,0.51572,1.44543,-0.03784,-2.42436,-1.49745,-1.31798,4.3072,-2.31378,-0.96374,-1.02601,-0.66869,1.39494,-1.43911,-1.51418,0.44199,1.02193,-1.10376,0.93598,2.61664,-0.27646,-0.66785,-0.51021,-1.06745,-2.33232,2.19398
"2012-01-05",-0.44787,-0.23157,0.28445,2.74752,0.70472,0.0,2.3315,0.99433,0.65697,0.07773,-0.68011,-0.75033,-0.97987,-1.06646,0.63706,0.76587,1.53142,0.13198,1.15974,-0.0419,1.01638,0.83627,1.28191,0.43892,0.57244,0.77577,1.75039,-0.72336,1.10556,0.676,-0.42689,-0.07194,1.99908,0.73063,2.34746,2.0854,-0.68481,0.36166,-1.37988,0.05618,8.15081,-0.16504,0.0,0.9658,-0.30324,-0.67081,0.48662,-0.06957,0.90745,1.34512,0.66313,0.88835,-1.08398,0.56338,-0.52918,-0.36997,0.74035,-0.57596,0.48638,-2.85032,1.51535,-0.73689,0.16038,0.69992,0.86492,0.05407,-0.73216,1.15981,-0.99936,-0.98504,1.21323,0.0,1.39862,0.30645,-0.33131,1.20185,-0.6079,0.1421,0.83765,-0.48338,0.11964,-0.5075,0.8741,2.13341,-0.76661,-0.04002,-0.79021,-0.26942,-3.53534,0.87129,-0.96619,-0.66203,0.45998,2.56947,-0.1229,0.47595,1.45219,0.95891,0.08565,-0.01568,-0.22701,0.86919,0.60445,0.71799,-0.05034,0.24712,-0.6795,0.02576,0.3932,0.24587,-1.1868,1.17591,0.32266,-0.6605,0.15249,0.0,0.55567,0.56389,-0.02673,0.35332,-0.31873,-0.89353,1.43379,-0.30453,1.4081,1.7142,-1.02823,2.91474,1.45811,0.94155,-1.29452,-0.48866,2.54328,0.32808,4.21326,1.11456,0.0,-3.25546,-1.05722,-0.05709,0.44185,0.44331,1.18289,1.21459,1.23247,-1.60987,0.56687,2.43372,0.46149,0.1964,0.24113,0.86703,-0.01962,0.74555,-0.15357,-2.40012,-0.39463,0.82245,0.11263,-0.75014,1.84337,1.47216,1.92823,2.00189,0.23756,1.12127,0.32547,1.18195,0.81384,-0.47903,-0.0979,0.47733,1.15004,0.44708,2.86092,-0.57971,2.95224,-0.12972,1.21136,2.05395,0.12568,2.4952,-0.27755,1.29495,-1.78816,0.08525,-0.80581,0.40371,1.94548,0.21093,-0.8827,2.75744,0.17414,-1.00904,1.38004,0.52365,-1.03628,0.13289,-0.39139,7.30706,1.52695,3.80108,0.73432,3.24424,-0.97039,3.07717,1.05185,0.10293,0.44211,-1.60438,-1.05858,0.46127,1.02822,0.83533,2.40294,1.03074,0.98989,0.33989,2.15062,0.66682,-1.05403,-1.15662,0.16116,2.40366,0.34153,1.25992,-0.06266,-0.23036,-1.87799,-1.09925,1.07063,0.93244,-0.06072,0.87024,-0.81574,0.1817,1.33961,-0.804,-1.31612,0.09627,2.21411,-0.14496,4.33262,-0.39476,0.56471,-0.56003,1.72145,-2.73185,2.48313,0.41442,-0.10858,-0.79252,1.10417,1.1788,-0.78624,0.49967,0.06773,0.92565,2.02553,0.98315,-0.88944,0.11383,-0.99456,-0.01185,-0.4284,0.85425,1.26422,7.4108,-1.60047,0.42152,0.32765,-1.12151,4.11958,0.21779,-0.72519,1.62476,5.70991,-2.12808,1.05073,1.05343,-0.39139,-2.16539,1.56525,-0.72159,0.76366,0.48434,0.52692,1.70944,1.30721,-0.11986,0.23474,0.74572,1.16855,0.38484,-0.22035,0.39876,2.4344,1.12123,-0.12053,5.20011,0.32103,-0.33021,1.39888,-3.0427,0.28629,1.48151,3.05579,-6.04927,0.70547,0.52743,0.85492,2.08382,0.85781,-0.17053,0.82492,2.86892,1.21298,-0.73607,0.97562,0.4329,-0.45192,-0.73646,-2.31224,-0.9639,0.66615,1.46537,-3.058,0.4093,-0.69339,-0.12249,1.38069,0.81219,-0.49063,-0.35206,1.65893,-0.97863,0.79287,1.60412,4.55207,-0.6123,2.71529,1.75468,0.55215,0.43265,-0.64144,0.87422,0.41863,2.77635
"2012-01-06",-0.51253,-0.93168,0.23891,1.94894,0.83917,-0.55097,-0.7435,0.98454,-1.3894,-1.27722,-0.20738,0.29822,-2.21248,0.0,1.00354,0.08171,-0.38066,-0.39646,-1.09613,-1.56286,0.54426,0.04382,-0.65147,-0.64441,-0.77135,-0.13585,-0.68729,5.29301,1.03993,1.62295,-0.57204,-0.93999,0.45322,0.15314,-1.80772,1.24724,1.22216,0.42029,0.86216,2.30406,-1.93554,-0.30722,0.9668,-1.45222,-0.08102,0.47146,0.33422,0.41667,3.24401,0.20801,0.1321,-2.40752,0.62086,-0.75188,0.15593,-1.7118,1.25656,0.0,-2.50566,-1.13638,-0.0449,1.59396,-1.09572,0.25034,-1.90089,-1.36057,0.54962,1.65188,1.51682,-0.73053,-0.65721,0.92294,-0.66191,2.1737,-0.38792,0.14045,0.30441,-0.04734,-0.88714,-0.63801,-2.42045,-0.39393,-1.04146,1.94108,-3.25903,-0.28062,-0.79651,-1.085,-0.35542,1.72014,-2.59168,-4.03239,-0.32177,-1.24892,-0.69102,-0.53819,0.80056,1.15216,-0.60112,-0.94534,-1.01756,-1.74599,0.60081,-0.87825,0.0,0.71048,-1.41911,2.99363,-0.81122,0.14023,-0.33797,-4.27926,0.45914,-1.20001,-1.60179,-0.56253,0.26681,-0.56389,1.32769,-1.17637,-0.39984,1.55847,1.88029,-0.74696,-7.76267,0.18357,1.64485,0.15516,0.96039,-0.49535,-0.74306,1.18262,0.98171,0.22902,-3.72776,-0.67964,-0.07908,-1.52588,0.32769,0.51268,-0.85949,-0.3579,0.60962,1.59684,0.07012,1.20254,-0.7738,0.07753,1.34345,-2.28222,-0.29479,-0.02008,-0.41286,0.91618,-0.22224,-2.06303,-0.35651,0.26465,-0.7533,0.50072,-2.93457,0.41667,0.62347,0.18002,-1.25897,-0.60713,-0.87711,-0.58923,0.70672,-1.15121,0.33245,-0.05954,1.61543,1.38677,0.54281,-0.26683,1.085,-0.86369,0.82045,-0.88784,0.0837,-0.25974,-0.21967,0.44267,-0.02256,-0.42699,-1.22102,0.61969,1.24985,-2.00049,-1.64671,-1.81333,-0.56707,-1.04629,-0.30503,-0.62871,-0.12183,-0.88036,-0.11772,0.2994,0.27876,1.87771,-1.81213,0.84334,-1.38821,-1.25562,-1.08962,0.0,0.7638,1.08965,-1.35716,1.39787,-0.69358,-1.40616,0.5571,1.54516,0.5552,0.38703,-2.4067,-0.24398,-0.30953,-0.09311,0.69538,2.04152,-0.20478,-1.06087,-0.16729,-0.36969,-0.27119,-0.79565,-1.73522,-0.59743,-0.15195,0.10188,-0.4378,0.51733,-0.68634,-0.39349,-0.26057,-0.26496,1.2598,2.954,-0.53784,-1.59481,-1.66384,0.83887,0.10444,3.45366,-0.58565,1.55933,-1.2022,-1.24902,-0.0837,0.03905,-0.14811,0.02623,-0.31646,0.0,0.2289,0.17455,0.25668,-0.87603,0.04804,0.41993,-0.2388,0.4244,-0.56612,0.85349,1.3287,0.16446,-1.06883,0.06632,-2.49729,-0.29049,-4.59447,0.41613,0.62368,0.32051,-0.49533,-0.1998,-0.41754,-0.4236,1.03005,0.90118,-0.14343,-1.24789,-0.78315,0.69098,0.4187,-1.03678,-1.17926,-1.34632,-0.89767,-0.45902,0.58651,0.79278,-0.46592,0.0,0.6012,0.46428,-0.12829,0.03674,0.72753,0.91832,-0.68847,4.71882,0.06838,1.55801,0.0,0.05259,-1.46283,-0.58537,2.72214,-1.40627,-0.65369,0.21495,-1.18952,-0.58217,0.0353,0.0,0.20111,-0.42328,-1.76996,-0.57718,0.35088,-0.82397,2.77874,0.50928,-0.27871,-1.14798,0.15379,-0.83767,-0.7051,1.08419,1.04847,1.52037,1.17764,-0.25349,2.20062,1.27602,-1.68316,0.17094,-0.42919,-0.2751,0.0,-0.64683,0.62468,0.11403
"2012-01-09",0.58732,0.0,0.46128,0.28436,-0.66376,2.90402,1.97051,0.16315,-2.32708,-0.34161,0.0,-0.84509,2.97543,1.4308,0.44281,0.75943,-0.7657,0.47556,0.25402,1.93935,-0.86581,1.69422,0.614,1.9209,0.24307,1.83396,-1.15608,0.28209,-0.16079,2.89334,-0.57533,-0.07267,0.38685,-0.38329,1.0708,0.43097,-0.42965,0.23938,0.61698,-0.77135,1.45516,-0.26069,-0.81907,2.32942,0.42463,0.42668,-0.48499,0.38043,1.64791,-0.54695,0.0,-1.09943,0.7288,0.93897,-0.90782,1.7898,0.6741,0.43228,-1.25158,1.20282,2.39639,-0.78116,0.51713,1.39258,1.49135,0.81856,-0.51901,-0.50537,-1.77917,1.08898,0.46348,0.38969,0.90467,0.21751,0.66409,1.80812,-0.64195,0.33094,0.44455,0.0,1.05606,-0.02322,2.07218,1.57715,-0.66475,0.36065,0.38933,0.29049,1.7646,1.6148,-2.64681,-0.13841,1.50791,2.82597,0.78935,0.51755,0.51758,1.53798,-0.48928,1.66409,-0.14621,-0.3601,-0.03524,0.0,-0.1848,0.86757,0.84931,0.32439,0.55698,0.43695,-0.0521,-1.27912,-0.09166,1.57484,0.57345,0.1219,-0.24702,-2.08283,0.05274,-1.24742,0.74508,0.12265,0.92705,0.4415,0.53415,-0.09174,0.42468,-0.54411,0.83284,0.90344,1.12727,0.0,0.79611,0.68393,0.66057,0.58724,0.94489,0.3411,1.10002,1.12996,-0.15707,0.44293,-0.14035,0.85443,0.41435,1.13061,-0.59733,0.87449,0.76369,1.7905,0.1609,0.44079,0.41286,1.06629,0.44399,0.84102,0.11898,0.07205,0.82832,0.0,-0.15686,0.89687,1.07083,0.89526,0.1746,1.33717,-0.14352,0.84069,0.90136,-0.52666,0.27296,-2.41121,0.4083,0.1147,2.14224,-1.2711,3.01174,0.14719,0.18838,-0.17852,0.37578,0.12995,0.11722,0.94517,-1.08869,0.29908,0.29985,-0.35528,2.27312,1.06907,-1.09708,1.37527,0.95778,-0.18896,0.7103,2.18342,0.08123,0.32103,-0.90713,0.14937,0.22509,-0.30048,-0.16946,1.34747,0.20436,0.0,1.27629,0.53355,-0.95304,1.3583,0.71659,0.69168,-0.22297,1.01919,1.24225,-1.35544,0.93261,0.45767,1.90482,-0.80268,0.04428,1.11164,1.74377,1.03565,-0.78889,0.12646,0.35517,-0.5571,0.37269,1.64707,-0.16684,1.4938,-1.40891,0.98798,0.01828,-0.20661,0.67391,1.20831,0.47326,-0.53204,0.60515,-0.42343,1.17438,0.83682,1.50657,0.48611,1.10728,-1.09923,0.99358,-0.08147,-0.55127,0.51431,0.51156,0.19505,1.1788,-0.02623,-0.49932,0.18411,0.0857,0.81633,-0.51401,0.91394,-0.97496,0.53566,0.42942,0.21153,-0.12001,2.10239,0.19032,-0.43916,-3.4991,0.17664,2.72126,0.54397,1.04413,0.62654,-0.70444,-0.19218,0.0191,1.53811,-0.12314,1.51963,0.68085,-0.11969,0.76991,-0.78586,-0.07451,0.22927,0.71372,1.06076,0.82694,-0.3621,3.10722,0.42947,2.24079,-0.28556,1.9504,0.02477,0.57775,1.63352,-0.64392,-0.03674,-0.87011,-0.78967,0.05755,2.18046,1.76156,-2.09782,1.29214,-0.26323,2.06193,1.43776,0.10651,1.80888,0.71033,-1.14146,-0.23491,0.58217,0.58063,0.60293,-1.16192,1.80564,-1.91555,0.26789,-0.11682,1.75214,-3.76113,0.27538,0.11158,0.88718,0.41824,0.53388,0.30027,1.26065,-0.40785,-0.23543,-0.16273,1.22524,0.7939,-1.2202,2.03284,0.02846,0.03072,0.03935,-0.12878,2.15062,-0.67691,1.35826
"2012-01-10",0.52193,0.46693,1.31261,1.85986,2.32125,2.12397,1.85265,0.41831,1.46973,0.02632,1.14134,0.87098,0.10852,0.72472,1.9326,-0.24347,1.41197,0.65677,0.5692,4.37072,2.26088,2.02544,0.13732,0.43147,1.03196,-0.76265,0.92593,0.21104,0.35776,2.27386,-0.43368,0.32662,4.55982,-0.0192,1.58501,0.18834,0.64378,1.60098,0.71175,0.08293,5.46584,0.3435,0.8818,1.22314,0.82388,1.18512,1.64606,-0.27653,0.42919,0.00871,-0.06603,-0.03159,0.64031,3.30913,2.08503,1.56661,1.13054,-3.5117,-1.62523,1.7449,3.04461,0.40394,1.18572,2.89508,2.93183,-0.76378,0.42761,-0.76288,-1.18918,-0.39727,-0.41854,4.23308,1.17081,1.72325,-0.7752,3.12101,3.93074,0.8616,0.09852,0.60772,-0.04041,-0.37227,0.77631,0.43573,4.3504,1.70538,0.46521,0.12682,3.39016,1.81411,0.17957,1.44382,2.10912,2.59178,0.39235,2.36697,1.2264,1.51468,1.43228,-0.2182,-0.1255,2.95028,2.19636,0.44009,0.0,1.30072,1.51982,4.26738,4.72351,0.57386,0.2862,0.20576,-0.45956,1.6587,0.13187,0.57698,3.22216,-1.78526,1.59543,0.34175,-0.66498,1.89418,-0.36174,0.25665,-0.2095,-0.34479,3.04898,3.14564,1.64516,0.44023,1.55133,1.21436,0.0,0.80815,2.11721,2.94541,3.46588,0.453,2.25482,-0.73302,0.80888,1.21644,3.49622,-8.67734,0.06979,2.64558,2.4699,1.75154,1.17648,1.33836,1.7267,1.56703,-0.25538,1.2741,0.0511,2.88042,0.94675,0.69387,1.69165,0.99397,4.00053,2.44246,1.13551,0.71048,1.66508,2.0658,-0.3494,0.45939,1.58262,-0.15342,1.5648,2.23237,0.81164,2.9184,0.48054,2.50226,-0.34965,0.42401,3.33159,2.12147,1.36592,1.80185,0.23402,0.80619,0.0456,0.21308,0.65111,0.6865,0.74637,5.38209,-0.43259,0.38948,4.49038,1.31528,4.73929,0.37639,0.71472,1.69496,1.25986,-0.5988,0.64597,1.19654,1.41464,1.64353,0.77953,0.54006,1.07588,1.05864,0.0526,-0.07639,1.03002,-0.50498,0.33426,0.02982,-0.55021,0.37836,2.04643,2.02219,4.1878,0.22361,4.24674,2.18688,2.38106,0.06059,1.87623,0.43236,0.12505,-0.32642,1.8097,0.41271,-0.60714,1.66103,-0.09258,1.40178,1.2172,1.20778,0.61996,0.9691,2.35634,1.61158,-0.2265,2.05327,3.46711,2.39854,3.01037,0.24217,-0.10329,-0.43725,1.32873,0.2442,0.93536,-0.11228,3.08632,0.31128,0.53567,0.18346,1.3784,0.85471,1.02274,1.91885,2.12451,-0.07584,0.6189,2.67609,-0.47725,0.3691,1.13041,1.24054,0.27126,-0.29385,-1.08444,1.1188,3.7326,0.97175,2.32062,1.37353,-0.14149,1.87396,2.71254,-0.74129,1.34624,2.76855,1.51518,-0.23981,1.37108,2.49972,0.59455,-0.30581,1.87872,-0.36036,1.40189,-1.73811,-0.58446,1.52518,1.27843,0.48277,1.03012,3.28937,0.88995,1.95544,1.47486,0.98739,3.72844,0.44896,0.5165,0.97562,1.00235,1.6995,1.65179,5.5869,2.02027,1.94849,2.89571,-11.05078,0.42379,-0.21743,1.21554,3.72907,0.68188,0.89763,1.21214,1.68986,1.87834,2.57155,-0.17549,0.07388,2.35305,0.60606,0.52829,-0.64725,1.60092,0.50582,-0.24722,2.65776,-0.30698,3.23027,1.45516,0.35753,-0.67135,2.2076,2.6144,-0.28498,0.0,0.82273,0.2574,0.19036,2.47691,1.56166
